index	FACS.selection	age	batch	cell	cell_ontology_class	cell_ontology_id	cellid	free_annotation	mouse.id	plate	sex	well	Expressed Genes	UMI Count	Louvain Cluster	leiden	cluster_names
F10_B001382_S22_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	F10_B001382	luminal bladder epithelial cell (umbrella cell)	24_59_M	B001382	male	F10	3096	5317.2573	6	6	6_bladder urothelial cell
F11_B001382_S23_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	F11_B001382	luminal bladder epithelial cell (umbrella cell)	24_59_M	B001382	male	F11	4334	5418.4717	0	2	0_bladder urothelial cell
F12_B001382_S24_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	F12_B001382	luminal bladder epithelial cell (umbrella cell)	24_59_M	B001382	male	F12	4147	5567.8057	0	2	0_bladder urothelial cell
F13_B001382_S25_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	F13_B001382	luminal bladder epithelial cell (umbrella cell)	24_59_M	B001382	male	F13	4237	5670.657	0	2	0_bladder urothelial cell
F14_B001380_S134_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	F14_B001380	basal bladder epithelial cell (Krt5+)	24_58_M	B001380	male	F14	3439	5255.7056	0	0	0_bladder urothelial cell
F14_B001382_S26_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	F14_B001382	luminal bladder epithelial cell (umbrella cell)	24_59_M	B001382	male	F14	4344	5364.187	0	2	0_bladder urothelial cell
F15_B001380_S135_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	F15_B001380	basal bladder epithelial cell (Krt5+)	24_58_M	B001380	male	F15	3652	5517.853	0	0	0_bladder urothelial cell
F16_B001380_S136_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	F16_B001380	luminal bladder epithelial cell (umbrella cell)	24_58_M	B001380	male	F16	4293	5444.525	0	2	0_bladder urothelial cell
F17_B001382_S29_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	F17_B001382	luminal bladder epithelial cell (umbrella cell)	24_59_M	B001382	male	F17	4187	5186.6284	0	2	0_bladder urothelial cell
F18_B001380_S138_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	F18_B001380	basal bladder epithelial cell (Krt5+)	24_58_M	B001380	male	F18	3833	5379.3525	0	0	0_bladder urothelial cell
F18_B001382_S30_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	F18_B001382	basal bladder epithelial cell (Krt5+)	24_59_M	B001382	male	F18	4139	5499.471	0	0	0_bladder urothelial cell
F19_B001380_S139_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	F19_B001380	luminal bladder epithelial cell (umbrella cell)	24_58_M	B001380	male	F19	4258	5594.756	0	2	0_bladder urothelial cell
F20_B001382_S32_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	F20_B001382	basal bladder epithelial cell (Krt5+)	24_59_M	B001382	male	F20	3218	5181.7114	0	0	0_bladder urothelial cell
F21_B001380_S141_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	F21_B001380	basal bladder epithelial cell (Krt5+)	24_58_M	B001380	male	F21	3871	5284.771	0	0	0_bladder urothelial cell
F21_B001382_S33_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	F21_B001382	basal bladder epithelial cell (Krt5+)	24_59_M	B001382	male	F21	4064	5171.491	0	0	0_bladder urothelial cell
F22_B001380_S142_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	F22_B001380	basal bladder epithelial cell (Krt5+)	24_58_M	B001380	male	F22	3045	5414.753	0	0	0_bladder urothelial cell
F3_B001382_S15_L004.mus-4-0	Multiple	24m	0	nan	bladder cell	CL:1001319	F3_B001382	bladder mesenchymal cell (Scara5+)	24_59_M	B001382	male	F3	3286	5399.999	1	1	1_bladder cell
F4_B001382_S16_L004.mus-4-0	Multiple	24m	0	nan	bladder cell	CL:1001319	F4_B001382	bladder mesenchymal cell (Scara5+)	24_59_M	B001382	male	F4	3538	5564.537	1	1	1_bladder cell
F7_B001380_S127_L001.mus-4-0	Multiple	24m	0	nan	bladder cell	CL:1001319	F7_B001380	bladder mesenchymal cell (Car3+)	24_58_M	B001380	male	F7	4389	6141.181	3	10	3_bladder cell
F8_B001380_S128_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	F8_B001380	luminal bladder epithelial cell (umbrella cell)	24_58_M	B001380	male	F8	4513	5580.336	0	2	0_bladder urothelial cell
F8_B001382_S20_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	F8_B001382	luminal bladder epithelial cell (umbrella cell)	24_59_M	B001382	male	F8	4281	5528.079	0	2	0_bladder urothelial cell
F9_B001382_S21_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	F9_B001382	basal bladder epithelial cell (Krt5+)	24_59_M	B001382	male	F9	4084	5584.266	0	0	0_bladder urothelial cell
G10_B001380_S154_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	G10_B001380	luminal bladder epithelial cell (umbrella cell)	24_58_M	B001380	male	G10	4155	5425.837	0	2	0_bladder urothelial cell
G10_B001382_S46_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	G10_B001382	luminal bladder epithelial cell (umbrella cell)	24_59_M	B001382	male	G10	4429	5735.9346	0	2	0_bladder urothelial cell
G11_B001380_S155_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	G11_B001380	luminal bladder epithelial cell (umbrella cell)	24_58_M	B001380	male	G11	4254	5825.135	0	2	0_bladder urothelial cell
G12_B001380_S156_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	G12_B001380	luminal bladder epithelial cell (umbrella cell)	24_58_M	B001380	male	G12	3629	5913.311	0	2	0_bladder urothelial cell
G12_B001382_S48_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	G12_B001382	luminal bladder epithelial cell (umbrella cell)	24_59_M	B001382	male	G12	4003	5585.512	0	2	0_bladder urothelial cell
G13_B001380_S157_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	G13_B001380	luminal bladder epithelial cell (umbrella cell)	24_58_M	B001380	male	G13	3501	5402.6143	6	6	6_bladder urothelial cell
G13_B001382_S49_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	G13_B001382	luminal bladder epithelial cell (umbrella cell)	24_59_M	B001382	male	G13	3347	5576.2925	6	6	6_bladder urothelial cell
G14_B001380_S158_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	G14_B001380	luminal bladder epithelial cell (umbrella cell)	24_58_M	B001380	male	G14	4641	5489.8477	0	2	0_bladder urothelial cell
G14_B001382_S50_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	G14_B001382	luminal bladder epithelial cell (umbrella cell)	24_59_M	B001382	male	G14	4246	5425.64	0	2	0_bladder urothelial cell
G15_B001380_S159_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	G15_B001380	basal bladder epithelial cell (Krt5+)	24_58_M	B001380	male	G15	3974	5685.116	0	0	0_bladder urothelial cell
G16_B001380_S160_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	G16_B001380	basal bladder epithelial cell (Krt5+)	24_58_M	B001380	male	G16	5223	5885.0376	0	0	0_bladder urothelial cell
G16_B001382_S52_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	G16_B001382	luminal bladder epithelial cell (umbrella cell)	24_59_M	B001382	male	G16	4176	5660.363	0	2	0_bladder urothelial cell
G17_B001380_S161_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	G17_B001380	basal bladder epithelial cell (Krt5+)	24_58_M	B001380	male	G17	4524	5849.0483	0	0	0_bladder urothelial cell
G17_B001382_S53_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	G17_B001382	basal bladder epithelial cell (Krt5+)	24_59_M	B001382	male	G17	3753	5241.018	0	0	0_bladder urothelial cell
G18_B001380_S162_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	G18_B001380	basal bladder epithelial cell (Krt5+)	24_58_M	B001380	male	G18	4803	5694.2095	0	0	0_bladder urothelial cell
G18_B001382_S54_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	G18_B001382	basal bladder epithelial cell (Krt5+)	24_59_M	B001382	male	G18	4033	5976.4033	0	0	0_bladder urothelial cell
G19_B001380_S163_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	G19_B001380	luminal bladder epithelial cell (umbrella cell)	24_58_M	B001380	male	G19	4681	5573.261	0	2	0_bladder urothelial cell
G19_B001382_S55_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	G19_B001382	basal bladder epithelial cell (Krt5+)	24_59_M	B001382	male	G19	3560	5129.4385	0	0	0_bladder urothelial cell
G1_B001380_S145_L001.mus-4-0	Multiple	24m	0	nan	bladder cell	CL:1001319	G1_B001380	bladder mesenchymal cell (Scara5+)	24_58_M	B001380	male	G1	2743	5017.7944	1	1	1_bladder cell
G1_B001382_S37_L004.mus-4-0	Multiple	24m	0	nan	bladder cell	CL:1001319	G1_B001382	bladder mesenchymal cell (Scara5+)	24_59_M	B001382	male	G1	4854	6563.3335	1	1	1_bladder cell
G20_B001380_S164_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	G20_B001380	luminal bladder epithelial cell (umbrella cell)	24_58_M	B001380	male	G20	4672	5565.396	0	2	0_bladder urothelial cell
G20_B001382_S56_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	G20_B001382	basal bladder epithelial cell (Krt5+)	24_59_M	B001382	male	G20	3913	5132.79	0	0	0_bladder urothelial cell
G21_B001380_S165_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	G21_B001380	basal bladder epithelial cell (Krt5+)	24_58_M	B001380	male	G21	3804	5754.122	0	0	0_bladder urothelial cell
G21_B001382_S57_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	G21_B001382	basal bladder epithelial cell (Krt5+)	24_59_M	B001382	male	G21	3534	5088.7925	0	0	0_bladder urothelial cell
G22_B001380_S166_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	G22_B001380	basal bladder epithelial cell (Krt5+)	24_58_M	B001380	male	G22	5077	5955.2095	0	0	0_bladder urothelial cell
G22_B001382_S58_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	G22_B001382	basal bladder epithelial cell (Krt5+)	24_59_M	B001382	male	G22	3507	5015.1396	0	0	0_bladder urothelial cell
G2_B001380_S146_L001.mus-4-0	Multiple	24m	0	nan	bladder cell	CL:1001319	G2_B001380	bladder mesenchymal cell (Scara5+)	24_58_M	B001380	male	G2	3423	5257.052	1	1	1_bladder cell
G3_B001380_S147_L001.mus-4-0	Multiple	24m	0	nan	bladder cell	CL:1001319	G3_B001380	bladder mesenchymal cell (Car3+)	24_58_M	B001380	male	G3	3787	5322.1533	3	9	3_bladder cell
G4_B001382_S40_L004.mus-4-0	Multiple	24m	0	nan	bladder cell	CL:1001319	G4_B001382	bladder mesenchymal cell (Scara5+)	24_59_M	B001382	male	G4	3772	5425.375	1	1	1_bladder cell
G6_B001380_S150_L001.mus-4-0	Multiple	24m	0	nan	bladder cell	CL:1001319	G6_B001380	bladder mesenchymal cell (Scara5+)	24_58_M	B001380	male	G6	2932	5269.372	1	1	1_bladder cell
G7_B001382_S43_L004.mus-4-0	Multiple	24m	0	nan	bladder cell	CL:1001319	G7_B001382	bladder mesenchymal cell (Scara5+)	24_59_M	B001382	male	G7	3683	5127.8647	1	1	1_bladder cell
G8_B001380_S152_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	G8_B001380	luminal bladder epithelial cell (umbrella cell)	24_58_M	B001380	male	G8	4317	5837.891	0	2	0_bladder urothelial cell
G8_B001382_S44_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	G8_B001382	luminal bladder epithelial cell (umbrella cell)	24_59_M	B001382	male	G8	4480	5751.1226	0	2	0_bladder urothelial cell
G9_B001380_S153_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	G9_B001380	luminal bladder epithelial cell (umbrella cell)	24_58_M	B001380	male	G9	4194	5384.21	6	6	6_bladder urothelial cell
G9_B001382_S45_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	G9_B001382	luminal bladder epithelial cell (umbrella cell)	24_59_M	B001382	male	G9	2508	5325.3267	6	6	6_bladder urothelial cell
H10_B001380_S178_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	H10_B001380	luminal bladder epithelial cell (umbrella cell)	24_58_M	B001380	male	H10	3828	6404.1084	0	2	0_bladder urothelial cell
H11_B001380_S179_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	H11_B001380	luminal bladder epithelial cell (umbrella cell)	24_58_M	B001380	male	H11	3829	5595.902	0	2	0_bladder urothelial cell
H12_B001382_S72_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	H12_B001382	luminal bladder epithelial cell (umbrella cell)	24_59_M	B001382	male	H12	3846	5578.7646	0	2	0_bladder urothelial cell
H13_B001380_S181_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	H13_B001380	luminal bladder epithelial cell (umbrella cell)	24_58_M	B001380	male	H13	3580	5617.665	0	2	0_bladder urothelial cell
H14_B001380_S182_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	H14_B001380	luminal bladder epithelial cell (umbrella cell)	24_58_M	B001380	male	H14	3814	5768.939	6	6	6_bladder urothelial cell
H14_B001382_S74_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	H14_B001382	luminal bladder epithelial cell (umbrella cell)	24_59_M	B001382	male	H14	3489	5096.9546	0	2	0_bladder urothelial cell
H15_B001380_S183_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	H15_B001380	basal bladder epithelial cell (Krt5+)	24_58_M	B001380	male	H15	3803	5650.451	0	0	0_bladder urothelial cell
H15_B001382_S75_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	H15_B001382	basal bladder epithelial cell (Krt5+)	24_59_M	B001382	male	H15	3687	5278.0225	0	0	0_bladder urothelial cell
H16_B001380_S184_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	H16_B001380	basal bladder epithelial cell (Krt5+)	24_58_M	B001380	male	H16	3312	5427.401	0	0	0_bladder urothelial cell
H16_B001382_S76_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	H16_B001382	basal bladder epithelial cell (Krt5+)	24_59_M	B001382	male	H16	3713	5342.9775	0	0	0_bladder urothelial cell
H17_B001380_S185_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	H17_B001380	luminal bladder epithelial cell (umbrella cell)	24_58_M	B001380	male	H17	4064	6081.413	0	2	0_bladder urothelial cell
H17_B001382_S77_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	H17_B001382	basal bladder epithelial cell (Krt5+)	24_59_M	B001382	male	H17	3530	5156.6606	0	0	0_bladder urothelial cell
H18_B001380_S186_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	H18_B001380	basal bladder epithelial cell (Krt5+)	24_58_M	B001380	male	H18	3968	5825.5947	0	0	0_bladder urothelial cell
H18_B001382_S78_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	H18_B001382	basal bladder epithelial cell (Krt5+)	24_59_M	B001382	male	H18	4449	5814.198	0	0	0_bladder urothelial cell
H1_B001380_S169_L001.mus-4-0	Multiple	24m	0	nan	bladder cell	CL:1001319	H1_B001380	bladder mesenchymal cell (Car3+)	24_58_M	B001380	male	H1	3468	5425.2427	3	9	3_bladder cell
H1_B001382_S61_L004.mus-4-0	Multiple	24m	0	nan	bladder cell	CL:1001319	H1_B001382	bladder mesenchymal cell (Car3+)	24_59_M	B001382	male	H1	4146	5538.578	3	9	3_bladder cell
H20_B001380_S188_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	H20_B001380	basal bladder epithelial cell (Krt5+)	24_58_M	B001380	male	H20	3490	5288.5728	0	0	0_bladder urothelial cell
H20_B001382_S80_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	H20_B001382	basal bladder epithelial cell (Krt5+)	24_59_M	B001382	male	H20	3559	5437.1045	0	0	0_bladder urothelial cell
H21_B001380_S189_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	H21_B001380	basal bladder epithelial cell (Krt5+)	24_58_M	B001380	male	H21	3689	5554.1304	0	0	0_bladder urothelial cell
H21_B001382_S81_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	H21_B001382	basal bladder epithelial cell (Krt5+)	24_59_M	B001382	male	H21	3539	5330.6196	0	0	0_bladder urothelial cell
H22_B001380_S190_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	H22_B001380	basal bladder epithelial cell (Krt5+)	24_58_M	B001380	male	H22	3599	5660.066	0	0	0_bladder urothelial cell
H22_B001382_S82_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	H22_B001382	basal bladder epithelial cell (Krt5+)	24_59_M	B001382	male	H22	3739	5192.1846	0	0	0_bladder urothelial cell
H4_B001382_S64_L004.mus-4-0	Multiple	24m	0	nan	bladder cell	CL:1001319	H4_B001382	bladder mesenchymal cell (Scara5+)	24_59_M	B001382	male	H4	3369	5308.7827	1	1	1_bladder cell
H6_B001380_S174_L001.mus-4-0	Multiple	24m	0	nan	bladder cell	CL:1001319	H6_B001380	bladder mesenchymal cell (Car3+)	24_58_M	B001380	male	H6	2815	5276.488	3	9	3_bladder cell
H6_B001382_S66_L004.mus-4-0	Multiple	24m	0	nan	bladder cell	CL:1001319	H6_B001382	bladder mesenchymal cell (Scara5+)	24_59_M	B001382	male	H6	3617	5211.826	1	1	1_bladder cell
H7_B001380_S175_L001.mus-4-0	Multiple	24m	0	nan	bladder cell	CL:1001319	H7_B001380	bladder mesenchymal cell (Scara5+)	24_58_M	B001380	male	H7	3600	5454.534	1	1	1_bladder cell
H8_B001382_S68_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	H8_B001382	luminal bladder epithelial cell (umbrella cell)	24_59_M	B001382	male	H8	3712	5710.973	0	2	0_bladder urothelial cell
H9_B001380_S177_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	H9_B001380	luminal bladder epithelial cell (umbrella cell)	24_58_M	B001380	male	H9	4659	5921.754	0	2	0_bladder urothelial cell
I10_B001380_S202_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	I10_B001380	luminal bladder epithelial cell (umbrella cell)	24_58_M	B001380	male	I10	4280	5761.781	0	2	0_bladder urothelial cell
I10_B001382_S94_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	I10_B001382	luminal bladder epithelial cell (umbrella cell)	24_59_M	B001382	male	I10	4400	5797.1665	0	2	0_bladder urothelial cell
I11_B001380_S203_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	I11_B001380	luminal bladder epithelial cell (umbrella cell)	24_58_M	B001380	male	I11	4175	5664.013	0	2	0_bladder urothelial cell
I11_B001382_S95_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	I11_B001382	luminal bladder epithelial cell (umbrella cell)	24_59_M	B001382	male	I11	4052	5627.8433	0	2	0_bladder urothelial cell
I12_B001380_S204_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	I12_B001380	luminal bladder epithelial cell (umbrella cell)	24_58_M	B001380	male	I12	4345	5732.3223	0	2	0_bladder urothelial cell
I13_B001380_S205_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	I13_B001380	luminal bladder epithelial cell (umbrella cell)	24_58_M	B001380	male	I13	4347	5755.8325	0	2	0_bladder urothelial cell
I13_B001382_S97_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	I13_B001382	luminal bladder epithelial cell (umbrella cell)	24_59_M	B001382	male	I13	4113	5178.8623	0	2	0_bladder urothelial cell
I15_B001380_S207_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	I15_B001380	luminal bladder epithelial cell (umbrella cell)	24_58_M	B001380	male	I15	5514	5809.4346	0	2	0_bladder urothelial cell
I16_B001380_S208_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	I16_B001380	luminal bladder epithelial cell (umbrella cell)	24_58_M	B001380	male	I16	5321	5714.674	0	2	0_bladder urothelial cell
I16_B001382_S100_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	I16_B001382	basal bladder epithelial cell (Krt5+)	24_59_M	B001382	male	I16	3425	5232.184	0	0	0_bladder urothelial cell
I17_B001380_S209_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	I17_B001380	luminal bladder epithelial cell (umbrella cell)	24_58_M	B001380	male	I17	4298	5509.385	6	6	6_bladder urothelial cell
I18_B001380_S210_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	I18_B001380	luminal bladder epithelial cell (umbrella cell)	24_58_M	B001380	male	I18	3877	5266.8887	0	2	0_bladder urothelial cell
I18_B001382_S102_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	I18_B001382	basal bladder epithelial cell (Krt5+)	24_59_M	B001382	male	I18	3773	5151.4165	0	0	0_bladder urothelial cell
I19_B001380_S211_L001.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	I19_B001380	basal bladder epithelial cell (Krt5+)	24_58_M	B001380	male	I19	4855	5711.4053	0	0	0_bladder urothelial cell
I19_B001382_S103_L004.mus-4-0	Multiple	24m	0	nan	bladder urothelial cell	CL:1001428	I19_B001382	basal bladder epithelial cell (Krt5+)	24_59_M	B001382	male	I19	5279	5707.531	0	0	0_bladder urothelial cell
I1_B001382_S85_L004.mus-4-0	Multiple	24m	0	nan	bladder cell	CL:1001319	I1_B001382	bladder mesenchymal cell (Scara5+)	24_59_M	B001382	male	I1	4617	5790.223	1	1	1_bladder cell
